person_age,person_gender,person_income,person_emp_exp,person_home_1ership,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,class
37,0,104696,14,2,6500,7.14,0.06,13,750,0,0
40,1,105005,15,2,10000,10.25,0.1,16,619,1,0
47,0,104667,26,2,24000,11.01,0.23,17,706,0,0
39,1,102989,17,0,12000,6.03,0.12,12,543,1,0
38,0,104751,12,2,5000,15.58,0.05,12,711,1,0
46,1,105157,22,2,10000,8.94,0.1,15,612,1,0
39,1,103028,17,0,12000,10.74,0.12,13,644,0,0
49,1,90896,31,2,15600,17.27,0.17,11,717,0,1
41,0,91057,18,2,4800,15.58,0.05,15,730,0,1
49,0,106720,26,0,12000,6.62,0.11,17,712,0,0
41,0,105206,19,2,9000,16,0.09,12,624,1,0
47,1,105385,27,2,10000,11.01,0.09,11,603,0,0
46,0,105155,26,2,20000,12.41,0.19,17,648,0,0
37,0,109043,11,0,12000,7.51,0.11,13,674,1,0
40,0,105358,15,2,17600,7.9,0.17,13,689,1,0
49,1,109015,23,0,12000,11.01,0.11,16,649,1,0
37,0,106689,13,2,14250,11.89,0.13,14,635,0,0
36,0,112595,13,0,12000,13.48,0.11,12,708,0,0
37,1,106632,12,2,9925,11.01,0.09,16,682,0,0
41,0,106476,23,2,4000,7.14,0.04,17,633,0,0
37,0,106499,19,2,12000,7.51,0.11,17,703,0,0
36,0,115257,14,0,12000,10.99,0.1,11,675,0,0
37,1,106388,17,2,1000,13.48,0.01,11,609,1,0
42,1,88660,19,0,12000,16.77,0.14,13,626,0,1
37,0,107042,16,2,15000,10.14,0.14,14,677,1,0
49,0,107230,25,2,20000,13.92,0.19,14,724,1,0
41,0,121149,20,0,12000,10.74,0.1,14,605,0,0
37,0,107899,13,2,3600,6.62,0.03,17,690,1,0
38,1,107706,14,2,6000,5.42,0.06,13,625,0,0
38,1,107537,18,2,10000,11.01,0.09,13,684,1,0
49,0,93545,27,2,16000,14.09,0.17,12,643,0,1
37,1,107963,14,2,5000,6.91,0.05,15,577,1,0
40,0,44398,17,1,2000,13.57,0.05,12,653,0,0
50,1,144907,28,0,12000,9.62,0.08,12,653,1,0
41,0,109026,17,2,15000,13.49,0.14,15,696,0,0
41,0,151228,18,0,12000,13.49,0.08,12,703,0,0
38,0,150788,15,0,12000,7.66,0.08,14,701,0,0
36,1,109109,14,1,3800,6.03,0.03,14,580,1,0
36,1,109029,14,2,12000,6.62,0.11,13,679,1,0
41,0,136590,19,0,12000,16,0.09,15,672,0,1
38,1,109211,17,2,25000,11.01,0.23,17,674,0,0
40,0,108894,15,2,2800,10.65,0.03,14,591,0,0
41,0,108986,23,2,13200,6.62,0.12,13,555,1,0
37,1,108784,14,2,4000,6.62,0.04,16,687,1,0
38,0,94173,14,2,15000,15.27,0.16,17,598,0,1
39,0,330854,12,0,12000,8.49,0.04,14,687,1,0
36,1,58588,15,0,12150,5.79,0.21,14,551,1,0
38,1,108661,16,2,7000,6.99,0.06,16,678,1,0
45,1,108839,22,2,2500,11.99,0.02,13,736,1,0
39,1,108838,16,2,18000,10.99,0.17,11,588,1,0
38,1,109111,18,2,21000,10.59,0.19,11,661,0,0
39,1,108902,18,2,10500,7.66,0.1,12,609,1,0
37,1,94760,13,2,5600,10.74,0.06,12,645,0,1
39,0,109423,20,2,4600,11.11,0.04,11,570,1,0
36,0,44363,13,0,12375,14.27,0.28,16,653,0,1
36,0,50354,16,0,12400,10.65,0.25,14,669,1,0
37,0,54324,13,0,12400,11.26,0.23,14,694,1,0
37,1,43007,16,1,13250,11.71,0.31,14,660,1,0
37,0,108745,15,2,22000,8.88,0.2,12,680,0,0
43,0,109126,22,2,15000,14.46,0.14,11,623,1,0
42,1,94319,19,2,7000,5.42,0.07,15,704,0,1
46,1,108819,24,2,20000,6.91,0.18,16,764,0,0
42,0,49130,23,0,2800,11.01,0.06,12,632,1,0
41,0,108755,18,1,8000,7.51,0.07,16,725,0,0
36,0,94640,13,2,9600,13.98,0.1,13,651,0,1
41,0,109125,17,2,3000,7.14,0.03,14,674,0,0
45,0,57685,24,0,2800,9.62,0.05,11,557,1,0
46,1,59740,23,0,2800,10.59,0.05,13,566,1,0
50,0,108660,28,2,24000,11.36,0.22,13,676,1,0
38,0,108927,14,2,14000,12.73,0.13,12,630,1,0
36,0,42818,14,1,6000,11.49,0.14,13,701,0,0
36,0,87273,16,0,2800,11.01,0.03,16,681,0,0
39,1,42712,14,1,6800,8.49,0.16,15,691,0,0
38,0,109086,15,2,9600,13.92,0.09,17,657,1,0
40,1,109192,14,0,2800,11.11,0.03,13,670,1,0
37,1,94826,12,2,20000,16.35,0.21,14,666,0,1
36,0,109063,15,2,20000,14.61,0.18,11,705,0,0
37,1,30882,14,0,2775,15.65,0.09,14,654,0,1
38,0,43112,15,1,1800,16.49,0.04,12,601,1,0
38,0,109501,20,2,9300,11.83,0.08,17,687,0,0
40,0,29624,19,0,2700,14.27,0.09,17,637,1,0
45,1,36771,20,0,2700,12.84,0.07,17,563,1,0
39,1,108851,15,2,22000,12.67,0.2,15,651,1,0
40,1,110379,14,2,22000,6.17,0.2,14,669,1,0
41,0,110099,20,2,2400,10.74,0.02,16,612,1,0
44,0,110391,22,2,7900,8.59,0.07,14,688,0,0
38,1,110573,14,2,9000,12.68,0.08,16,700,1,0
39,0,111420,18,2,3350,5.42,0.03,11,641,1,0
37,0,97147,15,2,9000,11.01,0.09,14,678,0,1
42,0,100105,19,0,2575,6.76,0.03,11,699,1,0
39,1,111293,14,2,20000,14.79,0.18,16,648,1,0
36,0,111386,11,2,4000,7.29,0.04,11,627,1,0
41,1,111646,19,2,12000,7.66,0.11,15,632,0,0
41,0,111611,22,2,8000,9.63,0.07,13,666,0,0
42,0,16684,19,0,2500,11.01,0.15,14,634,0,1
46,0,111253,24,2,12925,11.01,0.12,17,687,1,0
37,0,111548,13,1,12000,11.14,0.11,14,691,0,0
47,1,111379,23,1,12000,14.11,0.11,12,719,1,0
38,1,112658,17,2,5375,10.51,0.05,16,649,1,0
43,1,112502,21,2,7000,7.14,0.06,13,623,0,0
38,0,42168,14,1,12000,11.01,0.28,12,596,0,0
37,0,112398,14,2,18000,12.18,0.16,11,725,0,0
46,0,98166,23,2,7000,9.45,0.07,14,645,0,1
39,0,219667,19,0,12500,5.42,0.06,14,672,0,0
36,1,113760,15,2,4200,5.99,0.04,12,619,1,0
44,1,99289,21,2,8400,12.84,0.08,17,714,0,1
44,1,113791,22,2,4400,7.29,0.04,13,722,1,0
36,1,113863,15,2,10000,9.32,0.09,15,658,1,0
41,0,68280,20,0,12800,11.48,0.19,15,654,1,0
44,0,115034,18,2,7400,7.88,0.06,16,704,0,0
36,1,115342,13,2,13000,10.65,0.11,11,635,0,0
40,1,114806,19,1,5000,10.65,0.04,16,576,0,0
47,0,115008,27,2,5000,6.03,0.04,16,704,1,0
39,0,115223,17,1,8000,12.69,0.07,14,675,1,0
49,0,115237,28,2,7500,6.03,0.07,13,581,0,0
44,0,114867,24,2,21200,9.91,0.18,14,651,0,0
44,0,61037,23,0,13000,13.16,0.21,13,719,1,0
43,0,55864,15,0,13000,15.7,0.23,13,643,0,1
45,0,64062,23,0,13000,6.92,0.2,15,648,0,0
38,1,100546,15,2,24000,14.91,0.24,12,647,0,1
49,0,114922,25,2,3000,5.42,0.03,12,638,0,0
45,1,41402,23,1,4000,6.39,0.1,11,641,0,0
37,1,114957,14,2,3250,13.35,0.03,13,715,1,0
37,0,79056,14,0,13000,12.99,0.16,12,605,1,0
39,0,114652,17,2,20000,14.84,0.17,11,546,1,0
38,0,81341,17,0,13000,11.01,0.16,17,594,1,0
41,1,114769,19,2,25000,11.01,0.22,12,648,0,0
38,0,115162,18,1,14000,17.74,0.12,17,632,1,0
39,0,85324,14,0,13000,11.99,0.15,17,657,1,0
41,0,114866,17,1,21600,13.92,0.19,11,683,1,0
40,0,100575,19,2,2800,12.18,0.03,13,653,0,1
44,1,100604,22,3,12000,16,0.12,15,725,0,1
38,1,115068,18,2,4000,9.63,0.03,12,686,0,0
44,0,115163,22,2,10000,10.95,0.09,15,629,1,0
40,0,132788,16,0,13000,9.91,0.1,17,630,1,0
40,1,115858,18,1,15000,12.18,0.13,14,704,1,0
37,1,157076,17,0,13000,9.88,0.08,16,654,1,0
38,0,116234,12,2,6000,6.03,0.05,16,660,1,0
46,0,116422,21,2,10000,12.69,0.09,11,638,1,0
36,1,52696,12,0,13600,15.58,0.26,12,589,0,1
37,0,86616,16,2,3100,20,0.04,14,673,0,1
42,1,116164,21,2,5100,5.42,0.04,14,641,1,0
40,1,55775,17,0,13650,10.25,0.24,13,690,0,0
45,1,80023,24,0,13650,12.42,0.17,11,669,0,0
43,1,33461,21,0,13750,15.31,0.41,15,676,0,1
41,1,40490,20,0,13750,13.79,0.34,11,668,0,1
40,0,40201,17,0,13775,12.98,0.34,14,560,0,1
42,1,81947,19,0,13800,13.99,0.17,16,693,1,0
40,1,115841,17,2,3200,11.01,0.03,17,693,1,0
38,0,39821,14,1,6000,8.94,0.15,16,632,1,0
38,1,115996,14,2,1500,14.26,0.01,14,682,1,0
37,0,117357,13,2,13000,11.01,0.11,13,664,0,0
42,0,117375,18,2,1500,15.96,0.01,16,683,1,0
37,0,55061,12,0,14000,11.36,0.25,16,696,0,1
43,1,117691,19,2,14000,11.71,0.12,13,608,1,0
39,0,49797,14,0,14000,16,0.28,17,712,0,1
38,0,59313,16,0,14000,13.22,0.24,14,629,1,0
37,1,117480,14,2,10000,11.01,0.09,15,584,0,0
36,0,39086,13,1,3600,13.49,0.09,11,621,1,0
39,0,63537,17,0,14000,11.71,0.22,12,647,1,0
37,0,39209,14,1,12150,6.62,0.31,13,611,1,0
37,0,63489,16,0,14000,13.16,0.22,11,645,1,0
39,1,118746,18,2,8000,13.49,0.07,16,608,1,0
41,0,118503,16,2,5000,10.99,0.04,17,539,1,0
39,0,118804,18,2,35000,15.99,0.29,15,705,0,0
40,1,118736,20,2,5200,9.63,0.04,16,661,1,0
38,0,118520,16,2,12000,10.37,0.1,17,669,0,0
42,0,118491,21,2,18000,11.58,0.15,11,710,1,0
38,1,67177,17,0,14000,11.48,0.21,16,686,1,0
36,0,39519,13,1,1200,7.14,0.03,16,617,1,0
43,1,118812,19,2,6000,5.42,0.05,15,646,1,0
41,0,118392,18,2,12000,13.57,0.1,15,658,0,0
36,1,118952,17,2,20000,16.35,0.17,16,672,0,0
44,0,119683,21,2,10000,12.68,0.08,11,695,0,0
44,1,119746,19,2,8000,9.25,0.07,14,614,0,0
36,1,120522,12,1,4000,7.74,0.03,16,609,0,0
44,0,120906,24,2,14400,12.23,0.12,16,675,1,0
38,0,66031,12,0,14000,11.01,0.21,17,688,0,1
48,0,75541,26,0,14000,12.69,0.19,12,663,0,0
41,0,75551,20,0,14000,8.9,0.19,17,651,1,0
38,0,121157,17,1,25000,14.96,0.21,13,594,1,0
41,0,75927,15,0,14000,10.25,0.18,16,609,1,0
39,0,120598,20,2,12000,11.01,0.1,13,598,1,0
36,0,121126,13,2,9350,7.51,0.08,14,639,1,0
45,0,120705,22,2,16000,6.62,0.13,16,722,1,0
38,0,71618,15,0,14000,13.8,0.2,14,669,0,1
37,0,38495,10,1,6600,5.42,0.17,12,614,0,0
46,1,85255,25,0,14000,11.26,0.16,16,652,1,0
37,1,120956,15,2,18400,5.99,0.15,15,623,1,0
41,1,120887,18,2,6000,8.49,0.05,15,701,1,0
42,1,91296,16,0,14000,6.03,0.15,14,691,1,0
37,1,106798,12,2,6000,11.99,0.06,12,608,0,1
40,0,99650,18,0,14000,10.37,0.14,13,577,1,0
37,0,88454,14,0,14000,16.02,0.16,17,570,0,1
38,0,121119,20,2,5500,10.37,0.05,13,628,1,0
47,0,121076,22,2,2500,9.99,0.02,15,664,1,0
38,0,121160,18,0,14000,13.23,0.12,14,661,1,0
36,1,106229,10,2,7750,13.23,0.07,14,602,0,1
37,0,122930,13,0,14000,11.01,0.11,13,557,0,0
37,0,127205,13,0,14000,6.03,0.11,11,625,0,0
36,0,120979,14,2,8000,6.76,0.07,11,608,1,0
36,1,121367,13,2,6000,7.14,0.05,17,591,1,0
45,0,150994,25,0,14000,12.61,0.09,12,693,1,0
36,0,152375,12,0,14000,7.66,0.09,17,559,1,0
36,1,157138,11,0,14000,10.37,0.09,14,677,1,0
45,0,148367,18,0,14000,11.01,0.09,17,643,0,1
48,0,121115,23,2,15000,9.88,0.12,11,667,0,0
39,0,121071,13,2,3000,7.14,0.02,11,653,1,0
50,0,180681,27,0,14000,6.91,0.08,12,634,1,0
41,0,216986,18,0,14000,6.03,0.06,15,544,0,0
37,1,120992,12,2,9600,13.22,0.08,17,671,0,0
42,0,121181,19,2,5000,14.26,0.04,15,487,1,0
39,0,120949,19,2,6000,14.11,0.05,16,613,0,0
42,1,121189,19,2,4800,13.47,0.04,13,605,1,0
47,1,144056,26,0,14250,7.66,0.1,16,629,0,0
40,1,120946,20,2,8000,9.99,0.07,15,690,1,0
36,0,120845,11,2,20000,13.49,0.17,11,655,0,0
38,1,121141,11,2,17850,11.99,0.15,17,631,1,0
49,0,91096,27,0,14300,7.51,0.16,16,683,0,0
36,0,122064,11,2,12000,11.01,0.1,14,670,1,0
38,0,37078,15,0,14400,12.8,0.39,17,654,0,1
39,0,122453,16,2,2500,13.47,0.02,17,635,1,0
36,0,122428,17,2,12000,5.79,0.1,11,694,1,0
46,0,122864,24,2,15000,11.14,0.12,14,710,0,0
45,0,58814,22,0,14400,8.49,0.24,15,702,1,0
41,0,123408,18,2,7500,11.49,0.06,17,646,1,0
41,0,123439,17,1,7000,6.92,0.06,12,643,0,0
37,0,73082,16,0,14400,10.62,0.2,15,652,0,0
50,1,123368,27,2,12000,14.96,0.1,11,670,0,0
41,0,123855,21,2,8800,11.58,0.07,11,697,1,0
39,0,91295,11,0,14400,12.53,0.16,11,664,1,0
49,0,125200,25,2,12600,9.32,0.1,11,686,1,0
38,0,103240,16,0,14400,11.99,0.14,14,578,1,0
38,1,125811,15,2,15000,14.35,0.12,14,669,1,0
36,1,36948,17,1,8000,9.99,0.22,15,600,1,0
39,0,116570,14,0,14400,15.2,0.12,11,685,0,1
38,1,126631,13,2,14000,6.03,0.11,11,602,1,0
38,1,127055,20,2,12350,6.62,0.1,11,703,0,0
42,0,126686,20,2,2400,13.06,0.02,17,728,0,0
42,0,51055,21,0,14500,15.57,0.28,14,654,0,1
41,0,127355,19,2,21000,10.25,0.16,15,686,0,0
37,0,97371,11,0,14500,11.26,0.15,14,620,0,0
37,0,127242,13,2,25000,12.18,0.2,15,643,0,0
49,0,126735,28,2,11000,9.32,0.09,13,690,0,0
39,0,127013,17,2,9000,9.32,0.07,12,657,0,0
41,0,56661,20,0,14525,11.11,0.26,16,507,0,1
43,1,112795,19,2,7500,12.86,0.07,15,679,0,1
46,0,97461,24,0,14550,8.94,0.15,11,577,1,0
39,1,127383,18,2,15000,6.91,0.12,15,503,1,0
46,1,127658,25,2,20700,17.43,0.16,12,713,0,0
36,0,128226,13,1,12000,11.99,0.09,15,609,1,0
36,0,128160,15,2,4025,7.49,0.03,14,667,1,0
38,0,127985,17,2,5000,12.99,0.04,12,600,0,0
50,1,128164,29,2,10200,9.32,0.08,15,709,1,0
48,0,113815,24,2,23000,14.96,0.2,16,567,0,1
46,0,129529,23,1,4000,13.49,0.03,14,669,0,0
38,1,129626,14,2,15000,10,0.12,16,588,0,0
36,1,129415,17,2,13000,11.83,0.1,15,646,1,0
44,0,37141,19,1,7500,10.39,0.2,11,582,1,0
36,1,130481,13,2,14000,8.9,0.11,12,602,1,0
48,1,36538,27,1,10000,11.01,0.27,12,663,1,0
40,1,130582,14,1,3500,11.01,0.03,15,616,0,0
44,0,130566,18,2,10000,11.11,0.08,11,695,1,0
40,1,42980,16,0,2000,6.91,0.05,14,596,1,0
38,0,130810,17,2,4000,7.74,0.03,11,584,1,0
36,1,130788,14,2,7000,7.74,0.05,14,584,1,0
43,1,131383,19,2,18000,10.75,0.14,13,636,0,0
47,1,131883,22,1,16000,7.05,0.12,14,693,1,0
44,1,131867,21,2,12800,13.79,0.1,12,704,0,0
41,0,133045,17,2,20000,13.35,0.15,17,710,0,0
36,0,49185,14,0,2000,11.49,0.04,11,629,1,0
42,0,132575,23,2,10800,14.27,0.08,17,664,1,0
41,1,132836,20,2,30000,9.91,0.23,11,624,1,0
36,0,132794,9,2,16000,6.03,0.12,12,686,0,0
38,0,51098,14,0,2000,10.38,0.04,17,707,0,0
38,0,133334,15,2,3000,8.49,0.02,17,695,0,0
41,1,51433,17,0,2000,13.23,0.04,15,683,0,0
36,1,51323,13,0,2000,11.14,0.04,11,580,1,0
40,1,132834,16,2,5000,11.49,0.04,14,717,1,0
36,1,133700,14,2,9000,11.01,0.07,16,649,1,0
38,1,133293,14,1,12000,12.99,0.09,11,568,1,0
38,0,132866,14,2,16000,11.99,0.12,17,623,0,0
45,0,133106,20,2,20000,11.11,0.15,16,670,0,0
49,0,132921,25,2,3000,7.51,0.02,16,701,0,0
38,0,35022,15,1,13000,8.32,0.37,12,653,0,0
37,0,132422,13,2,24000,11.36,0.18,11,660,1,0
40,0,60856,21,0,2000,11.49,0.03,17,662,0,0
37,1,133003,15,2,12000,7.88,0.09,16,686,1,0
48,0,133449,26,2,6000,8.94,0.04,14,695,1,0
36,1,54054,14,0,2000,13.61,0.04,13,662,0,1
36,1,133291,15,2,15000,9.63,0.11,15,691,0,0
37,0,37218,15,0,15000,11.01,0.4,12,707,0,1
38,0,37120,16,0,15000,14.61,0.4,15,639,0,1
41,1,133273,17,2,25000,12.73,0.19,14,711,1,0
40,1,34707,17,1,1600,9.99,0.05,17,598,1,0
41,1,34880,18,1,2000,7.74,0.06,16,681,1,0
40,1,35041,18,1,12000,16,0.34,14,654,0,0
43,1,135558,24,2,25000,14.96,0.18,15,641,0,0
45,0,120721,23,2,10000,16,0.08,13,673,0,1
38,1,135606,19,2,25000,6.99,0.18,13,581,1,0
42,1,122194,20,2,25000,16.15,0.2,17,581,0,1
38,1,137703,14,2,19000,9.99,0.14,12,631,0,0
40,1,137915,18,2,6000,5.42,0.04,17,675,1,0
42,1,137767,17,2,19200,11.36,0.14,15,669,1,0
40,0,138034,18,2,35000,8.9,0.25,14,598,1,0
46,1,138354,23,2,3000,8.59,0.02,17,700,1,0
42,0,138729,20,2,2850,11.01,0.02,12,625,1,0
39,0,139022,16,2,12500,6.54,0.09,11,677,0,0
39,1,54329,16,0,15000,12.53,0.28,13,651,0,1
36,0,138787,10,2,10000,5.42,0.07,15,589,1,0
49,1,55029,25,0,15000,13.49,0.27,12,705,0,1
44,0,139036,20,2,12000,11.01,0.09,14,699,1,0
46,1,47781,23,0,15000,10.99,0.31,12,692,0,1
39,0,138776,15,2,25000,15.58,0.18,17,667,1,0
45,0,138957,21,2,8000,8.94,0.06,11,676,1,0
41,1,139079,21,2,20000,14.61,0.14,11,554,1,0
37,0,47699,12,0,15000,10.96,0.31,12,662,0,1
46,0,140462,19,2,10000,6.03,0.07,15,642,1,0
46,0,125725,25,2,30000,18.39,0.24,15,704,0,1
39,1,106935,19,2,25000,18.3,0.23,13,644,0,1
45,0,57744,25,0,15000,16.4,0.26,11,712,0,1
40,0,140605,17,2,12000,11.01,0.09,16,581,1,0
50,0,139989,27,2,5000,10.25,0.04,17,694,1,0
38,0,141280,16,2,10700,14.27,0.08,14,666,0,0
36,0,141310,12,2,20400,13.06,0.14,11,597,1,0
37,0,141977,14,2,8000,13.06,0.06,13,663,1,0
37,1,141382,14,2,10000,8.94,0.07,11,531,1,0
38,0,141878,15,2,16000,10.75,0.11,16,635,0,0
37,0,48857,16,0,1800,9.63,0.04,13,723,0,0
38,0,142513,16,2,12000,11.01,0.08,17,674,0,0
38,0,32770,14,1,4750,12.73,0.14,14,739,1,0
38,1,142830,18,2,11400,10.59,0.08,12,546,1,0
42,0,50178,16,0,15000,16.95,0.3,15,678,0,1
45,0,142438,21,2,25000,12.18,0.18,12,659,1,0
43,1,58391,21,0,15000,12.42,0.26,12,735,0,1
41,0,142960,18,2,28000,11.71,0.2,13,707,0,0
45,1,143412,24,2,20000,11.01,0.14,15,732,1,0
36,1,58561,15,0,15000,13.98,0.26,15,674,0,1
45,1,143749,23,2,5000,11.49,0.03,13,587,1,0
44,0,145173,25,2,4000,11.01,0.03,14,706,0,0
41,0,53245,22,0,15000,12.73,0.28,15,729,0,1
36,1,145274,15,2,30000,6.62,0.21,11,578,1,0
40,1,130346,17,2,6000,17.27,0.05,16,637,0,1
40,0,32009,17,1,4750,11.01,0.15,17,692,1,0
36,1,60759,15,0,15000,8.9,0.25,14,547,1,0
39,1,130730,17,2,12000,6.99,0.09,13,623,0,1
36,0,145176,9,2,14500,5.42,0.1,15,685,0,0
37,1,144975,14,2,5400,5.99,0.04,17,667,1,0
39,0,130864,16,2,30000,16.49,0.23,11,684,0,1
37,0,60967,15,0,15000,13.22,0.25,11,667,0,0
48,1,145269,26,2,3600,11.01,0.02,17,659,0,0
40,0,145219,22,2,9600,10.59,0.07,14,588,1,0
47,0,145033,24,2,15000,10.99,0.1,12,703,0,0
37,1,30919,14,1,5000,9.91,0.16,11,581,1,0
39,0,130377,18,2,20000,14.54,0.15,14,718,0,1
50,0,145232,32,2,5575,15.2,0.04,13,730,1,0
40,1,31302,17,1,8500,7.51,0.27,11,631,1,0
39,0,144950,15,2,12000,5.79,0.08,11,633,1,0
37,1,111101,16,2,20000,14.84,0.18,12,588,0,1
43,1,111198,19,2,8400,14.84,0.08,14,661,0,1
42,0,145263,17,2,9250,11.86,0.06,13,667,0,0
42,1,144953,18,2,6000,10.38,0.04,11,588,0,0
41,1,145169,20,2,20000,10.25,0.14,11,700,0,0
38,0,145129,14,2,24250,11.01,0.17,12,675,1,0
49,1,144902,26,2,12000,10.99,0.08,12,717,0,0
36,1,145271,13,2,25000,10.99,0.17,11,664,1,0
40,0,145052,18,1,20000,11.01,0.14,11,733,0,0
38,0,145062,10,1,23600,14.96,0.16,13,683,0,0
37,0,111164,13,2,5000,19.47,0.04,16,685,0,1
39,0,30592,17,1,8000,7.51,0.26,14,619,0,0
47,1,31040,21,1,10750,14.22,0.35,16,569,1,0
40,1,144895,19,2,17000,10.51,0.12,15,655,0,0
42,0,130540,19,2,14400,13.67,0.11,16,614,0,1
36,1,145074,13,1,10000,13.3,0.07,13,670,0,0
36,0,65098,12,0,1600,12.21,0.02,16,640,0,1
37,1,146068,16,2,4000,7.66,0.03,15,668,0,0
39,0,15402,17,0,1500,11.11,0.1,11,665,1,0
39,1,146696,16,2,1450,6.76,0.01,17,669,0,0
43,0,147526,20,1,12000,11.83,0.08,11,675,0,0
43,0,147882,21,2,9150,6.03,0.06,12,608,1,0
37,1,148338,15,2,35000,14.27,0.24,16,679,0,0
41,0,21008,18,0,1500,15.23,0.07,13,665,0,1
46,0,22080,23,0,1500,11.14,0.07,13,700,0,1
38,1,149530,18,2,12000,6.92,0.08,14,736,1,0
42,1,149604,16,2,6400,6.99,0.04,16,724,1,0
37,0,150122,16,2,30000,17.99,0.2,12,627,1,0
36,0,149994,13,2,2000,12.99,0.01,16,685,0,0
38,1,149643,16,2,12000,11.01,0.08,16,677,1,0
37,0,149750,12,2,19000,13.92,0.13,16,656,1,0
41,0,29335,15,1,4500,12.99,0.15,14,650,0,0
42,0,151000,20,2,35000,7.9,0.23,12,742,0,0
45,0,150821,26,2,12000,6.03,0.08,14,712,0,0
42,1,29632,17,1,5000,11.01,0.17,11,531,1,0
40,1,28699,17,0,1500,7.29,0.05,16,656,1,0
39,0,150666,17,2,4500,6.62,0.03,11,676,1,0
41,1,150888,20,2,14975,6.03,0.1,16,646,1,0
36,0,150835,11,2,14500,11.01,0.1,16,551,0,0
39,1,30892,17,0,1500,14.22,0.05,13,666,0,1
40,1,150893,17,2,10200,7.49,0.07,13,711,1,0
40,1,65288,17,0,15000,14.26,0.23,12,658,1,0
43,1,150933,22,2,8800,7.88,0.06,13,632,1,0
41,0,150783,18,2,20000,13.11,0.13,13,688,1,0
45,0,150976,24,2,10000,11.01,0.07,12,697,1,0
50,1,68289,25,0,15000,13.47,0.22,15,659,1,0
42,0,136643,20,2,24000,15.31,0.18,15,634,0,1
37,0,150785,13,2,8000,9.32,0.05,15,708,1,0
42,0,69457,20,0,15000,13.43,0.22,12,704,0,0
40,1,63307,19,0,15000,18.62,0.24,17,664,0,1
45,1,152033,17,2,6000,10.65,0.04,12,655,0,0
44,1,70702,20,0,15000,13.48,0.21,15,660,0,0
39,0,152400,13,2,14000,9.99,0.09,14,635,0,0
38,1,152284,15,2,2400,11.01,0.02,14,638,1,0
39,0,29475,18,1,3000,7.74,0.1,11,659,1,0
40,1,139172,15,2,10000,11.11,0.07,11,688,0,1
37,0,73246,14,0,15000,12.42,0.2,15,687,1,0
43,1,119538,20,2,7750,15.31,0.06,14,615,0,1
42,0,119453,20,2,24250,14.22,0.2,14,639,0,1
46,0,73266,22,0,15000,13.49,0.2,17,609,1,0
38,1,156881,15,2,30000,9.91,0.19,14,702,1,0
46,0,73002,24,0,15000,16.32,0.21,13,627,1,0
36,1,72999,13,0,15000,11.01,0.21,16,658,1,0
36,1,73169,14,0,15000,13.57,0.21,12,744,0,0
45,0,142320,22,2,9600,13.99,0.07,12,745,0,1
38,1,157075,15,2,11000,10.74,0.07,11,654,0,0
36,0,157281,12,2,12000,11.01,0.08,14,621,1,0
40,1,120916,15,2,25000,14.83,0.21,16,514,0,1
40,0,156752,18,2,24250,6.17,0.15,16,668,1,0
39,1,157007,15,1,25000,16.07,0.16,14,695,1,0
37,0,28124,11,1,7000,6.03,0.25,15,729,0,0
36,1,79174,13,0,15000,10.59,0.19,17,565,0,0
41,0,159406,19,2,8000,13.49,0.05,17,714,0,0
40,1,159398,18,2,7500,7.29,0.05,15,687,1,0
36,1,78848,13,0,15000,13.72,0.19,11,638,0,0
39,0,161945,16,2,25000,10.25,0.15,17,609,1,0
42,0,72876,19,0,15000,11.01,0.21,15,704,0,1
36,0,148581,14,2,2500,14.91,0.02,14,581,0,1
41,0,162862,20,2,20000,9.25,0.12,13,591,0,0
41,0,82826,19,0,15000,13.47,0.18,12,715,1,0
36,1,76406,12,0,15000,11.71,0.2,13,677,0,1
40,0,164525,18,2,21000,9.99,0.13,16,612,1,0
36,1,164394,17,2,4800,14.72,0.03,15,670,1,0
42,0,164134,19,2,8000,6.62,0.05,15,728,1,0
50,0,165457,25,2,23000,7.9,0.14,13,605,0,0
37,1,166358,13,2,4000,15.62,0.02,12,614,1,0
43,0,166768,23,2,9900,6.99,0.06,14,604,1,0
36,0,166799,12,2,10000,13.98,0.06,12,687,0,0
38,1,86230,15,0,15000,8.88,0.17,15,689,0,0
45,0,168573,25,1,9000,7.51,0.05,12,631,1,0
45,0,169115,20,2,7500,6.62,0.04,15,635,1,0
38,0,169240,14,2,10000,15.62,0.06,11,672,1,0
48,1,169175,26,2,18000,9.99,0.11,11,672,1,0
36,0,168939,15,2,8000,6.99,0.05,11,692,1,0
38,0,88370,20,0,15000,12.68,0.17,12,555,0,0
45,1,168861,25,2,7000,7.29,0.04,17,732,1,0
41,1,131359,19,2,15000,17.88,0.11,16,577,0,1
41,0,169150,18,2,25000,13.8,0.15,12,530,1,0
37,1,89454,19,0,15000,11.71,0.17,11,674,0,0
38,0,168999,15,2,25000,9.99,0.15,12,699,1,0
38,0,168903,16,2,10000,14.09,0.06,16,620,1,0
37,0,168825,15,2,14000,7.51,0.08,12,692,0,0
37,1,90914,14,0,15000,14.5,0.16,15,627,1,0
50,0,83774,28,0,15000,11.01,0.18,17,693,0,1
40,0,91035,20,0,15000,7.29,0.16,11,633,1,0
39,1,154624,18,2,20000,13.11,0.13,15,610,0,1
